Time,CAN_ID,Severity,AttackType,Score,Reason,KbMatch,Explanation,Recommendation
01:01:16.000,0x7E4,HIGH,TIMING_BURST,0,841,"timing=1.029, payload=0.938, ml=0.703, persistence=0.120, freq=1Hz, can_id_entropy=2.296","","",""
01:01:16.221,0x19,LOW,CONTINUITY_BREAK,0,478,"timing=0.003, payload=0.907, ml=0.737, persistence=0.120, freq=10Hz, can_id_entropy=2.296","","",""
01:01:16.500,0x7A0,CRITICAL,TIMING_BURST,1,164,"timing=2.000, payload=0.873, ml=0.727, persistence=0.130, freq=0Hz, can_id_entropy=2.243","","",""
01:01:16.504,0x7A8,CRITICAL,TIMING_BURST,1,188,"timing=1.895, payload=1.048, ml=0.718, persistence=0.140, freq=1Hz, can_id_entropy=2.243","","",""
01:01:16.996,0x7EC,MEDIUM,CONTINUITY_BREAK,0,670,"timing=0.615, payload=0.819, ml=0.738, persistence=0.200, freq=5Hz, can_id_entropy=2.311","","",""
01:01:17.000,0x7E4,HIGH,TIMING_BURST,0,845,"timing=1.029, payload=0.924, ml=0.702, persistence=0.210, freq=1Hz, can_id_entropy=2.311","","",""
01:01:17.241,0x19,MEDIUM,CONTINUITY_BREAK,0,610,"timing=0.003, payload=1.259, ml=0.737, persistence=0.210, freq=10Hz, can_id_entropy=2.311","","",""
01:01:18.263,0x19,LOW,CONTINUITY_BREAK,0,439,"timing=0.003, payload=0.773, ml=0.737, persistence=0.200, freq=10Hz, can_id_entropy=2.269","","",""
01:01:18.491,0x13,LOW,ML_OUTLIER,0,416,"timing=0.234, payload=0.492, ml=0.727, persistence=0.170, freq=1Hz, can_id_entropy=2.269","","",""
01:01:19.278,0x19,LOW,CONTINUITY_BREAK,0,459,"timing=0.003, payload=0.843, ml=0.737, persistence=0.150, freq=10Hz, can_id_entropy=2.282","","",""
01:01:19.996,0x7EC,MEDIUM,CONTINUITY_BREAK,0,781,"timing=0.717, payload=1.065, ml=0.742, persistence=0.090, freq=4Hz, can_id_entropy=2.208","","",""
01:01:20.000,0x7E4,HIGH,TIMING_BURST,0,849,"timing=1.072, payload=0.925, ml=0.702, persistence=0.100, freq=1Hz, can_id_entropy=2.208","","",""
01:01:20.488,0x7BB,CRITICAL,TIMING_BURST,1,196,"timing=1.985, payload=0.981, ml=0.727, persistence=0.130, freq=1Hz, can_id_entropy=2.211","","",""
01:01:20.500,0x7B3,CRITICAL,TIMING_BURST,1,129,"timing=2.000, payload=0.784, ml=0.720, persistence=0.110, freq=0Hz, can_id_entropy=2.211","","",""
01:01:20.591,0x19,LOW,CONTINUITY_BREAK,0,417,"timing=0.003, payload=0.734, ml=0.733, persistence=0.120, freq=10Hz, can_id_entropy=2.211","","",""
01:01:21.000,0x7E4,HIGH,TIMING_BURST,0,841,"timing=1.029, payload=0.938, ml=0.702, persistence=0.120, freq=1Hz, can_id_entropy=2.278","","",""
01:01:21.026,0x7EC,MEDIUM,CONTINUITY_BREAK,0,741,"timing=0.615, payload=1.045, ml=0.739, persistence=0.120, freq=5Hz, can_id_entropy=2.278","","",""
01:01:21.500,0x7A0,CRITICAL,TIMING_BURST,1,164,"timing=2.000, payload=0.873, ml=0.727, persistence=0.130, freq=0Hz, can_id_entropy=2.278","","",""
01:01:21.511,0x7A8,CRITICAL,TIMING_BURST,1,188,"timing=1.895, payload=1.048, ml=0.718, persistence=0.140, freq=1Hz, can_id_entropy=2.248","","",""
01:01:22.000,0x7E4,HIGH,TIMING_BURST,0,845,"timing=1.029, payload=0.924, ml=0.703, persistence=0.210, freq=1Hz, can_id_entropy=2.314","","",""
01:01:22.026,0x7EC,MEDIUM,CONTINUITY_BREAK,0,676,"timing=0.615, payload=0.836, ml=0.737, persistence=0.210, freq=5Hz, can_id_entropy=2.314","","",""
01:01:22.118,0x19,LOW,CONTINUITY_BREAK,0,508,"timing=0.003, payload=0.970, ml=0.733, persistence=0.210, freq=10Hz, can_id_entropy=2.314","","",""
01:01:22.501,0x13,LOW,ML_OUTLIER,0,407,"timing=0.234, payload=0.454, ml=0.727, persistence=0.210, freq=1Hz, can_id_entropy=2.314","","",""
01:01:23.135,0x19,LOW,ML_OUTLIER,0,419,"timing=0.003, payload=0.717, ml=0.732, persistence=0.200, freq=10Hz, can_id_entropy=2.280","","",""
01:01:24.152,0x19,LOW,CONTINUITY_BREAK,0,496,"timing=0.004, payload=0.949, ml=0.732, persistence=0.160, freq=10Hz, can_id_entropy=2.304","","",""
01:01:24.996,0x7EC,MEDIUM,CONTINUITY_BREAK,0,787,"timing=0.717, payload=1.080, ml=0.740, persistence=0.100, freq=4Hz, can_id_entropy=2.220","","",""
01:01:25.000,0x7E4,HIGH,TIMING_BURST,0,849,"timing=1.072, payload=0.925, ml=0.703, persistence=0.100, freq=1Hz, can_id_entropy=2.220","","",""
01:01:25.488,0x7BB,CRITICAL,TIMING_BURST,1,196,"timing=1.985, payload=0.981, ml=0.727, persistence=0.130, freq=1Hz, can_id_entropy=2.176","","",""
01:01:25.500,0x7B3,CRITICAL,TIMING_BURST,1,132,"timing=2.000, payload=0.784, ml=0.716, persistence=0.140, freq=0Hz, can_id_entropy=2.176","","",""
01:01:25.980,0x19,LOW,CONTINUITY_BREAK,0,431,"timing=0.003, payload=0.782, ml=0.727, persistence=0.110, freq=10Hz, can_id_entropy=2.244","","",""
01:01:25.996,0x7EC,MEDIUM,CONTINUITY_BREAK,0,683,"timing=0.615, payload=0.883, ml=0.739, persistence=0.110, freq=5Hz, can_id_entropy=2.244","","",""
01:01:26.000,0x7E4,HIGH,TIMING_BURST,0,841,"timing=1.029, payload=0.938, ml=0.702, persistence=0.120, freq=1Hz, can_id_entropy=2.244","","",""
01:01:26.483,0x13,LOW,ML_OUTLIER,0,412,"timing=0.235, payload=0.493, ml=0.727, persistence=0.120, freq=1Hz, can_id_entropy=2.244","","",""
01:01:26.500,0x7A0,CRITICAL,TIMING_BURST,1,164,"timing=2.000, payload=0.873, ml=0.727, persistence=0.130, freq=0Hz, can_id_entropy=2.255","","",""
01:01:26.508,0x7A8,CRITICAL,TIMING_BURST,1,188,"timing=1.895, payload=1.048, ml=0.718, persistence=0.140, freq=1Hz, can_id_entropy=2.255","","",""
01:01:26.996,0x7EC,MEDIUM,CONTINUITY_BREAK,0,670,"timing=0.615, payload=0.819, ml=0.739, persistence=0.200, freq=5Hz, can_id_entropy=2.255","","",""
01:01:27.000,0x7E4,HIGH,TIMING_BURST,0,845,"timing=1.029, payload=0.924, ml=0.702, persistence=0.210, freq=1Hz, can_id_entropy=2.255","","",""
01:01:27.199,0x19,LOW,ML_OUTLIER,0,419,"timing=0.003, payload=0.717, ml=0.727, persistence=0.210, freq=10Hz, can_id_entropy=2.326","","",""
01:01:27.512,0x13,LOW,ML_OUTLIER,0,401,"timing=0.234, payload=0.436, ml=0.727, persistence=0.210, freq=1Hz, can_id_entropy=2.326","","",""
01:01:28.215,0x19,LOW,CONTINUITY_BREAK,0,548,"timing=0.004, payload=1.088, ml=0.727, persistence=0.200, freq=10Hz, can_id_entropy=2.263","","",""
01:01:29.231,0x19,LOW,CONTINUITY_BREAK,0,462,"timing=0.004, payload=0.855, ml=0.732, persistence=0.150, freq=10Hz, can_id_entropy=2.266","","",""
01:01:29.475,0x13,LOW,ML_OUTLIER,0,409,"timing=0.235, payload=0.477, ml=0.727, persistence=0.150, freq=1Hz, can_id_entropy=2.266","","",""
01:01:29.996,0x7EC,MEDIUM,CONTINUITY_BREAK,0,782,"timing=0.717, payload=1.065, ml=0.742, persistence=0.100, freq=4Hz, can_id_entropy=2.203","","",""
01:01:30.000,0x7E4,HIGH,TIMING_BURST,0,849,"timing=1.072, payload=0.925, ml=0.702, persistence=0.100, freq=1Hz, can_id_entropy=2.203","","",""
01:01:30.458,0x19,LOW,CONTINUITY_BREAK,0,420,"timing=0.003, payload=0.742, ml=0.732, persistence=0.130, freq=10Hz, can_id_entropy=2.203","","",""
01:01:30.488,0x7BB,CRITICAL,TIMING_BURST,1,197,"timing=1.985, payload=0.981, ml=0.727, persistence=0.140, freq=1Hz, can_id_entropy=2.203","","",""
01:01:30.500,0x7B3,CRITICAL,TIMING_BURST,1,133,"timing=2.000, payload=0.784, ml=0.716, persistence=0.150, freq=0Hz, can_id_entropy=2.203","","",""
01:01:30.521,0x13,LOW,ML_OUTLIER,0,440,"timing=0.234, payload=0.562, ml=0.727, persistence=0.160, freq=1Hz, can_id_entropy=2.184","","",""
01:01:30.996,0x7EC,MEDIUM,CONTINUITY_BREAK,0,696,"timing=0.615, payload=0.919, ml=0.739, persistence=0.110, freq=5Hz, can_id_entropy=2.184","","",""
01:01:31.000,0x7E4,HIGH,TIMING_BURST,0,841,"timing=1.029, payload=0.938, ml=0.703, persistence=0.120, freq=1Hz, can_id_entropy=2.184","","",""
01:01:31.474,0x19,LOW,ML_OUTLIER,0,410,"timing=0.004, payload=0.715, ml=0.732, persistence=0.120, freq=10Hz, can_id_entropy=2.267","","",""
01:01:31.500,0x7A0,CRITICAL,TIMING_BURST,1,164,"timing=2.000, payload=0.873, ml=0.727, persistence=0.130, freq=0Hz, can_id_entropy=2.267","","",""
01:01:31.505,0x7A8,CRITICAL,TIMING_BURST,1,187,"timing=1.895, payload=1.048, ml=0.718, persistence=0.140, freq=1Hz, can_id_entropy=2.267","","",""
01:01:32.000,0x7E4,HIGH,TIMING_BURST,0,845,"timing=1.029, payload=0.924, ml=0.703, persistence=0.210, freq=1Hz, can_id_entropy=2.267","","",""
01:01:32.026,0x7EC,MEDIUM,CONTINUITY_BREAK,0,676,"timing=0.615, payload=0.836, ml=0.738, persistence=0.210, freq=5Hz, can_id_entropy=2.267","","",""
01:01:32.487,0x13,LOW,ML_OUTLIER,0,432,"timing=0.235, payload=0.525, ml=0.727, persistence=0.210, freq=1Hz, can_id_entropy=2.343","","",""
01:01:32.490,0x19,LOW,CONTINUITY_BREAK,0,436,"timing=0.003, payload=0.764, ml=0.732, persistence=0.210, freq=10Hz, can_id_entropy=2.343","","",""
01:01:33.491,0x13,LOW,ML_OUTLIER,0,431,"timing=0.235, payload=0.531, ml=0.727, persistence=0.170, freq=1Hz, can_id_entropy=2.263","","",""
01:01:33.507,0x19,LOW,CONTINUITY_BREAK,0,428,"timing=0.003, payload=0.757, ml=0.727, persistence=0.170, freq=10Hz, can_id_entropy=2.263","","",""
01:01:34.501,0x13,LOW,ML_OUTLIER,0,404,"timing=0.234, payload=0.473, ml=0.727, persistence=0.110, freq=1Hz, can_id_entropy=2.247","","",""
01:01:34.525,0x19,LOW,CONTINUITY_BREAK,0,463,"timing=0.003, payload=0.876, ml=0.727, persistence=0.100, freq=10Hz, can_id_entropy=2.247","","",""
01:01:34.996,0x7EC,MEDIUM,CONTINUITY_BREAK,0,787,"timing=0.717, payload=1.080, ml=0.742, persistence=0.100, freq=4Hz, can_id_entropy=2.247","","",""
01:01:35.000,0x7E4,HIGH,TIMING_BURST,0,849,"timing=1.072, payload=0.925, ml=0.702, persistence=0.100, freq=1Hz, can_id_entropy=2.247","","",""
01:01:35.488,0x7BB,CRITICAL,TIMING_BURST,1,198,"timing=1.985, payload=0.981, ml=0.731, persistence=0.140, freq=1Hz, can_id_entropy=2.215","","",""
01:01:35.500,0x7B3,CRITICAL,TIMING_BURST,1,133,"timing=2.000, payload=0.784, ml=0.716, persistence=0.150, freq=0Hz, can_id_entropy=2.215","","",""
01:01:35.839,0x19,LOW,CONTINUITY_BREAK,0,467,"timing=0.003, payload=0.880, ml=0.727, persistence=0.120, freq=10Hz, can_id_entropy=2.218","","",""
01:01:36.000,0x7E4,HIGH,TIMING_BURST,0,841,"timing=1.029, payload=0.938, ml=0.702, persistence=0.120, freq=1Hz, can_id_entropy=2.218","","",""
01:01:36.026,0x7EC,MEDIUM,CONTINUITY_BREAK,0,741,"timing=0.615, payload=1.045, ml=0.742, persistence=0.120, freq=5Hz, can_id_entropy=2.218","","",""
01:01:36.500,0x7A0,CRITICAL,TIMING_BURST,1,164,"timing=2.000, payload=0.873, ml=0.727, persistence=0.130, freq=0Hz, can_id_entropy=2.265","","",""
01:01:36.512,0x7A8,CRITICAL,TIMING_BURST,1,187,"timing=1.895, payload=1.048, ml=0.716, persistence=0.140, freq=1Hz, can_id_entropy=2.265","","",""
01:01:36.527,0x13,LOW,ML_OUTLIER,0,420,"timing=0.234, payload=0.516, ml=0.719, persistence=0.140, freq=1Hz, can_id_entropy=2.265","","",""
01:01:37.000,0x7E4,HIGH,TIMING_BURST,0,845,"timing=1.029, payload=0.924, ml=0.702, persistence=0.210, freq=1Hz, can_id_entropy=2.306","","",""
01:01:37.026,0x7EC,MEDIUM,CONTINUITY_BREAK,0,677,"timing=0.615, payload=0.836, ml=0.740, persistence=0.210, freq=5Hz, can_id_entropy=2.306","","",""
01:01:37.268,0x19,LOW,ML_OUTLIER,0,412,"timing=0.003, payload=0.696, ml=0.731, persistence=0.210, freq=10Hz, can_id_entropy=2.315","","",""
01:01:38.504,0x13,LOW,ML_OUTLIER,0,441,"timing=0.193, payload=0.608, ml=0.719, persistence=0.170, freq=1Hz, can_id_entropy=2.250","","",""
01:01:38.581,0x19,LOW,CONTINUITY_BREAK,0,448,"timing=0.003, payload=0.810, ml=0.731, persistence=0.170, freq=10Hz, can_id_entropy=2.250","","",""
01:01:39.598,0x19,LOW,CONTINUITY_BREAK,0,454,"timing=0.004, payload=0.846, ml=0.731, persistence=0.100, freq=10Hz, can_id_entropy=2.224","","",""
01:01:39.996,0x7EC,MEDIUM,CONTINUITY_BREAK,0,787,"timing=0.717, payload=1.080, ml=0.742, persistence=0.100, freq=4Hz, can_id_entropy=2.224","","",""
01:01:40.000,0x7E4,HIGH,TIMING_BURST,0,849,"timing=1.072, payload=0.925, ml=0.703, persistence=0.100, freq=1Hz, can_id_entropy=2.224","","",""
01:01:40.489,0x7BB,CRITICAL,TIMING_BURST,1,196,"timing=1.985, payload=0.981, ml=0.731, persistence=0.120, freq=1Hz, can_id_entropy=2.209","","",""
01:01:40.492,0x13,LOW,ML_OUTLIER,0,414,"timing=0.193, payload=0.543, ml=0.727, persistence=0.110, freq=1Hz, can_id_entropy=2.209","","",""
01:01:40.500,0x7B3,CRITICAL,TIMING_BURST,1,128,"timing=2.000, payload=0.784, ml=0.711, persistence=0.110, freq=0Hz, can_id_entropy=2.247","","",""
01:01:40.715,0x19,LOW,ML_OUTLIER,0,405,"timing=0.003, payload=0.698, ml=0.731, persistence=0.130, freq=10Hz, can_id_entropy=2.247","","",""
01:01:40.996,0x7EC,MEDIUM,CONTINUITY_BREAK,0,675,"timing=0.615, payload=0.858, ml=0.736, persistence=0.120, freq=5Hz, can_id_entropy=2.247","","",""
01:01:41.000,0x7E4,HIGH,TIMING_BURST,0,842,"timing=1.029, payload=0.938, ml=0.703, persistence=0.130, freq=1Hz, can_id_entropy=2.247","","",""
01:01:41.500,0x7A0,CRITICAL,TIMING_BURST,1,165,"timing=2.000, payload=0.873, ml=0.727, persistence=0.140, freq=0Hz, can_id_entropy=2.267","","",""
01:01:41.502,0x13,LOW,ML_OUTLIER,0,465,"timing=0.193, payload=0.679, ml=0.727, persistence=0.140, freq=1Hz, can_id_entropy=2.267","","",""
01:01:41.509,0x7A8,CRITICAL,TIMING_BURST,1,189,"timing=1.895, payload=1.048, ml=0.718, persistence=0.150, freq=1Hz, can_id_entropy=2.267","","",""
01:01:41.832,0x19,LOW,CONTINUITY_BREAK,0,430,"timing=0.003, payload=0.748, ml=0.733, persistence=0.210, freq=10Hz, can_id_entropy=2.306","","",""
01:01:41.996,0x7EC,MEDIUM,CONTINUITY_BREAK,0,672,"timing=0.615, payload=0.819, ml=0.742, persistence=0.210, freq=5Hz, can_id_entropy=2.306","","",""
01:01:42.000,0x7E4,HIGH,TIMING_BURST,0,846,"timing=1.029, payload=0.924, ml=0.702, persistence=0.220, freq=1Hz, can_id_entropy=2.306","","",""
01:01:42.951,0x19,LOW,ML_OUTLIER,0,425,"timing=0.003, payload=0.729, ml=0.731, persistence=0.220, freq=10Hz, can_id_entropy=2.288","","",""
01:01:43.491,0x13,LOW,ML_OUTLIER,0,454,"timing=0.193, payload=0.636, ml=0.727, persistence=0.180, freq=1Hz, can_id_entropy=2.244","","",""
01:01:44.069,0x19,LOW,CONTINUITY_BREAK,0,436,"timing=0.004, payload=0.776, ml=0.732, persistence=0.170, freq=10Hz, can_id_entropy=2.244","","",""
01:01:44.996,0x7EC,MEDIUM,CONTINUITY_BREAK,0,786,"timing=0.717, payload=1.080, ml=0.742, persistence=0.090, freq=4Hz, can_id_entropy=2.214","","",""
01:01:45.000,0x7E4,HIGH,TIMING_BURST,0,849,"timing=1.072, payload=0.925, ml=0.702, persistence=0.100, freq=1Hz, can_id_entropy=2.214","","",""
01:01:45.292,0x19,LOW,CONTINUITY_BREAK,0,413,"timing=0.003, payload=0.728, ml=0.727, persistence=0.120, freq=10Hz, can_id_entropy=2.223","","",""
01:01:45.489,0x7BB,CRITICAL,TIMING_BURST,1,197,"timing=1.985, payload=0.981, ml=0.733, persistence=0.130, freq=1Hz, can_id_entropy=2.223","","",""
01:01:45.500,0x7B3,CRITICAL,TIMING_BURST,1,128,"timing=2.000, payload=0.784, ml=0.711, persistence=0.110, freq=0Hz, can_id_entropy=2.264","","",""
01:01:45.997,0x7EC,MEDIUM,CONTINUITY_BREAK,0,687,"timing=0.615, payload=0.893, ml=0.742, persistence=0.110, freq=5Hz, can_id_entropy=2.264","","",""
01:01:46.000,0x7E4,HIGH,TIMING_BURST,0,840,"timing=1.029, payload=0.938, ml=0.702, persistence=0.110, freq=1Hz, can_id_entropy=2.264","","",""
01:01:46.410,0x19,LOW,CONTINUITY_BREAK,0,437,"timing=0.003, payload=0.797, ml=0.727, persistence=0.110, freq=10Hz, can_id_entropy=2.267","","",""
01:01:46.500,0x7A0,CRITICAL,TIMING_BURST,1,163,"timing=2.000, payload=0.873, ml=0.727, persistence=0.120, freq=0Hz, can_id_entropy=2.267","","",""
01:01:46.507,0x7A8,CRITICAL,TIMING_BURST,1,187,"timing=1.895, payload=1.048, ml=0.718, persistence=0.130, freq=1Hz, can_id_entropy=2.267","","",""
01:01:47.000,0x7E4,HIGH,TIMING_BURST,0,844,"timing=1.029, payload=0.924, ml=0.703, persistence=0.200, freq=1Hz, can_id_entropy=2.321","","",""
01:01:47.026,0x7EC,MEDIUM,CONTINUITY_BREAK,0,676,"timing=0.615, payload=0.836, ml=0.740, persistence=0.200, freq=5Hz, can_id_entropy=2.321","","",""
01:01:47.427,0x19,LOW,CONTINUITY_BREAK,0,446,"timing=0.003, payload=0.795, ml=0.732, persistence=0.200, freq=10Hz, can_id_entropy=2.321","","",""
01:01:48.641,0x19,LOW,CONTINUITY_BREAK,0,456,"timing=0.003, payload=0.838, ml=0.731, persistence=0.160, freq=10Hz, can_id_entropy=2.247","","",""
01:01:49.475,0x13,LOW,CONTINUITY_BREAK,0,475,"timing=0.141, payload=0.757, ml=0.727, persistence=0.150, freq=1Hz, can_id_entropy=2.247","","",""
01:01:49.996,0x7EC,MEDIUM,CONTINUITY_BREAK,0,787,"timing=0.717, payload=1.080, ml=0.740, persistence=0.100, freq=4Hz, can_id_entropy=2.204","","",""
01:01:50.000,0x7E4,HIGH,TIMING_BURST,0,849,"timing=1.072, payload=0.925, ml=0.703, persistence=0.100, freq=1Hz, can_id_entropy=2.204","","",""
01:01:50.068,0x19,LOW,CONTINUITY_BREAK,0,452,"timing=0.003, payload=0.832, ml=0.731, persistence=0.130, freq=10Hz, can_id_entropy=2.204","","",""
01:01:50.489,0x7BB,CRITICAL,TIMING_BURST,1,198,"timing=1.985, payload=0.981, ml=0.731, persistence=0.140, freq=1Hz, can_id_entropy=2.211","","",""
01:01:50.500,0x7B3,CRITICAL,TIMING_BURST,1,131,"timing=2.000, payload=0.784, ml=0.708, persistence=0.150, freq=0Hz, can_id_entropy=2.211","","",""
01:01:50.996,0x7EC,MEDIUM,CONTINUITY_BREAK,0,686,"timing=0.615, payload=0.892, ml=0.742, persistence=0.100, freq=5Hz, can_id_entropy=2.291","","",""
01:01:51.000,0x7E4,HIGH,TIMING_BURST,0,840,"timing=1.029, payload=0.938, ml=0.702, persistence=0.110, freq=1Hz, can_id_entropy=2.291","","",""
01:01:51.292,0x19,LOW,ML_OUTLIER,0,413,"timing=0.003, payload=0.727, ml=0.733, persistence=0.110, freq=10Hz, can_id_entropy=2.291","","",""
01:01:51.500,0x7A0,CRITICAL,TIMING_BURST,1,163,"timing=2.000, payload=0.873, ml=0.727, persistence=0.120, freq=0Hz, can_id_entropy=2.235","","",""
01:01:51.503,0x7A8,CRITICAL,TIMING_BURST,1,186,"timing=1.895, payload=1.048, ml=0.718, persistence=0.130, freq=1Hz, can_id_entropy=2.235","","",""
01:01:51.503,0x13,LOW,ML_OUTLIER,0,409,"timing=0.141, payload=0.575, ml=0.727, persistence=0.130, freq=1Hz, can_id_entropy=2.235","","",""
01:01:51.996,0x7EC,MEDIUM,CONTINUITY_BREAK,0,670,"timing=0.615, payload=0.819, ml=0.742, persistence=0.190, freq=5Hz, can_id_entropy=2.295","","",""
01:01:52.000,0x7E4,HIGH,TIMING_BURST,0,844,"timing=1.029, payload=0.924, ml=0.702, persistence=0.200, freq=1Hz, can_id_entropy=2.295","","",""
01:01:52.515,0x13,LOW,ML_OUTLIER,0,409,"timing=0.141, payload=0.554, ml=0.727, persistence=0.200, freq=1Hz, can_id_entropy=2.295","","",""
01:01:52.811,0x19,LOW,CONTINUITY_BREAK,0,470,"timing=0.003, payload=0.864, ml=0.731, persistence=0.200, freq=10Hz, can_id_entropy=2.281","","",""
01:01:54.030,0x19,LOW,CONTINUITY_BREAK,0,467,"timing=0.004, payload=0.873, ml=0.731, persistence=0.140, freq=10Hz, can_id_entropy=2.279","","",""
01:01:54.996,0x7EC,MEDIUM,CONTINUITY_BREAK,0,787,"timing=0.717, payload=1.080, ml=0.742, persistence=0.100, freq=4Hz, can_id_entropy=2.206","","",""
01:01:55.000,0x7E4,HIGH,TIMING_BURST,0,849,"timing=1.072, payload=0.925, ml=0.702, persistence=0.100, freq=1Hz, can_id_entropy=2.206","","",""
01:01:55.059,0x19,LOW,CONTINUITY_BREAK,0,456,"timing=0.004, payload=0.845, ml=0.732, persistence=0.130, freq=10Hz, can_id_entropy=2.206","","",""
01:01:55.489,0x7BB,CRITICAL,TIMING_BURST,1,197,"timing=1.985, payload=0.981, ml=0.731, persistence=0.130, freq=1Hz, can_id_entropy=2.197","","",""
01:01:55.500,0x7B3,CRITICAL,TIMING_BURST,1,129,"timing=2.000, payload=0.784, ml=0.708, persistence=0.130, freq=0Hz, can_id_entropy=2.197","","",""
01:01:55.997,0x7EC,MEDIUM,CONTINUITY_BREAK,0,684,"timing=0.615, payload=0.883, ml=0.742, persistence=0.110, freq=5Hz, can_id_entropy=2.268","","",""
01:01:56.000,0x7E4,HIGH,TIMING_BURST,0,841,"timing=1.029, payload=0.938, ml=0.703, persistence=0.120, freq=1Hz, can_id_entropy=2.268","","",""
01:01:56.285,0x19,LOW,CONTINUITY_BREAK,0,427,"timing=0.004, payload=0.766, ml=0.727, persistence=0.120, freq=10Hz, can_id_entropy=2.268","","",""
01:01:56.500,0x7A0,CRITICAL,TIMING_BURST,1,164,"timing=2.000, payload=0.873, ml=0.727, persistence=0.130, freq=0Hz, can_id_entropy=2.268","","",""
01:01:56.512,0x7A8,CRITICAL,TIMING_BURST,1,187,"timing=1.894, payload=1.048, ml=0.718, persistence=0.140, freq=1Hz, can_id_entropy=2.268","","",""
01:01:56.544,0x13,LOW,CONTINUITY_BREAK,0,429,"timing=0.021, payload=0.742, ml=0.727, persistence=0.170, freq=1Hz, can_id_entropy=2.249","","",""
01:01:56.997,0x7EC,MEDIUM,CONTINUITY_BREAK,0,671,"timing=0.615, payload=0.819, ml=0.742, persistence=0.200, freq=5Hz, can_id_entropy=2.249","","",""
01:01:57.000,0x7E4,HIGH,TIMING_BURST,0,845,"timing=1.029, payload=0.924, ml=0.703, persistence=0.210, freq=1Hz, can_id_entropy=2.308","","",""
01:01:57.902,0x19,LOW,CONTINUITY_BREAK,0,443,"timing=0.004, payload=0.786, ml=0.727, persistence=0.210, freq=10Hz, can_id_entropy=2.263","","",""
01:01:59.124,0x19,LOW,CONTINUITY_BREAK,0,444,"timing=0.004, payload=0.811, ml=0.727, persistence=0.130, freq=10Hz, can_id_entropy=2.304","","",""
01:01:59.997,0x7EC,MEDIUM,CONTINUITY_BREAK,0,783,"timing=0.717, payload=1.067, ml=0.742, persistence=0.100, freq=4Hz, can_id_entropy=2.220","","",""
01:02:00.000,0x7E4,HIGH,TIMING_BURST,0,849,"timing=1.072, payload=0.925, ml=0.702, persistence=0.100, freq=1Hz, can_id_entropy=2.220","","",""
01:02:00.488,0x7BB,CRITICAL,TIMING_BURST,1,200,"timing=2.000, payload=0.981, ml=0.731, persistence=0.110, freq=1Hz, can_id_entropy=2.177","","",""
01:02:00.500,0x7B3,CRITICAL,TIMING_BURST,1,127,"timing=2.000, payload=0.784, ml=0.708, persistence=0.110, freq=0Hz, can_id_entropy=2.177","","",""
01:02:00.557,0x19,LOW,ML_OUTLIER,0,409,"timing=0.004, payload=0.716, ml=0.727, persistence=0.110, freq=10Hz, can_id_entropy=2.177","","",""
01:02:01.000,0x7E4,HIGH,TIMING_BURST,0,840,"timing=1.029, payload=0.938, ml=0.702, persistence=0.110, freq=1Hz, can_id_entropy=2.237","","",""
01:02:01.027,0x7EC,MEDIUM,CONTINUITY_BREAK,0,740,"timing=0.615, payload=1.045, ml=0.742, persistence=0.110, freq=5Hz, can_id_entropy=2.237","","",""
01:02:01.500,0x7A0,CRITICAL,TIMING_BURST,1,163,"timing=2.000, payload=0.873, ml=0.727, persistence=0.120, freq=0Hz, can_id_entropy=2.245","","",""
01:02:01.508,0x7A8,CRITICAL,TIMING_BURST,1,186,"timing=1.895, payload=1.048, ml=0.716, persistence=0.130, freq=1Hz, can_id_entropy=2.245","","",""
01:02:01.672,0x19,LOW,CONTINUITY_BREAK,0,440,"timing=0.004, payload=0.784, ml=0.727, persistence=0.190, freq=10Hz, can_id_entropy=2.245","","",""
01:02:02.000,0x7E4,HIGH,TIMING_BURST,0,844,"timing=1.029, payload=0.924, ml=0.702, persistence=0.200, freq=1Hz, can_id_entropy=2.245","","",""
01:02:02.027,0x7EC,MEDIUM,CONTINUITY_BREAK,0,694,"timing=0.615, payload=0.887, ml=0.740, persistence=0.200, freq=5Hz, can_id_entropy=2.245","","",""
01:02:02.688,0x19,LOW,ML_OUTLIER,0,423,"timing=0.004, payload=0.728, ml=0.732, persistence=0.200, freq=10Hz, can_id_entropy=2.330","","",""
01:02:03.704,0x19,LOW,ML_OUTLIER,0,418,"timing=0.004, payload=0.725, ml=0.732, persistence=0.160, freq=10Hz, can_id_entropy=2.189","","",""
01:02:04.731,0x19,LOW,ML_OUTLIER,0,406,"timing=0.004, payload=0.692, ml=0.732, persistence=0.160, freq=10Hz, can_id_entropy=2.189","","",""
01:02:04.997,0x7EC,MEDIUM,CONTINUITY_BREAK,0,790,"timing=0.717, payload=1.078, ml=0.742, persistence=0.130, freq=4Hz, can_id_entropy=2.163","","",""
01:02:05.000,0x7E4,HIGH,TIMING_BURST,0,852,"timing=1.072, payload=0.925, ml=0.703, persistence=0.130, freq=1Hz, can_id_entropy=2.163","","",""
01:02:05.488,0x7BB,CRITICAL,TIMING_BURST,1,203,"timing=2.000, payload=0.981, ml=0.731, persistence=0.140, freq=1Hz, can_id_entropy=2.163","","",""
01:02:05.500,0x7B3,CRITICAL,TIMING_BURST,1,131,"timing=2.000, payload=0.784, ml=0.708, persistence=0.150, freq=0Hz, can_id_entropy=2.163","","",""
